# ============ BATCH 1: SQLITE MATH-FUNCTION AVAILABILITY (the pivotal fact) ============
MATHEXT.sqrt	mathext	SELECT sqrt(4)
MATHEXT.ln	mathext	SELECT ln(1)
MATHEXT.log10	mathext	SELECT log10(100)
MATHEXT.exp	mathext	SELECT exp(0)
MATHEXT.pow	mathext	SELECT pow(2,3)
MATHEXT.power	mathext	SELECT power(2,3)
MATHEXT.pi	mathext	SELECT pi()
MATHEXT.sin	mathext	SELECT sin(0)
MATHEXT.cos	mathext	SELECT cos(0)
MATHEXT.tan	mathext	SELECT tan(0)
MATHEXT.asin	mathext	SELECT asin(0)
MATHEXT.acos	mathext	SELECT acos(1)
MATHEXT.atan	mathext	SELECT atan(0)
MATHEXT.atan2	mathext	SELECT atan2(1,1)
MATHEXT.sinh	mathext	SELECT sinh(0)
MATHEXT.cosh	mathext	SELECT cosh(0)
MATHEXT.tanh	mathext	SELECT tanh(0)
MATHEXT.ceil	mathext	SELECT ceil(1.2)
MATHEXT.ceiling	mathext	SELECT ceiling(1.2)
MATHEXT.floor	mathext	SELECT floor(1.8)
MATHEXT.trunc	mathext	SELECT trunc(1.8)
MATHEXT.degrees	mathext	SELECT degrees(0)
MATHEXT.radians	mathext	SELECT radians(0)
MATHEXT.mod	mathext	SELECT mod(5,3)
MATHEXT.log2	mathext	SELECT log2(8)
MATHEXT.logb	mathext	SELECT log(10,100)
MATHEXT.log1	mathext	SELECT log(100)
MATHEXT.cbrt	mathext	SELECT cbrt(27)
MATHEXT.sign	mathext	SELECT sign(-5)
MATHEXT.cot	mathext	SELECT cot(1)
MATHEXT.abs	mathext	SELECT abs(-5)
MATHEXT.round	mathext	SELECT round(1.234, 2)
MATHEXT.acosh	mathext	SELECT acosh(1)
MATHEXT.asinh	mathext	SELECT asinh(0)
MATHEXT.atanh	mathext	SELECT atanh(0)
# extension-functions.c candidates (xerial sometimes bundles extras)
MATHEXT.stdev	mathext	SELECT stdev(1)
MATHEXT.square	mathext	SELECT square(3)
MATHEXT.reverse	mathext	SELECT reverse('ab')
# ============ BATCH 1b: ROUNDING MODE ============
ROUND.05	round	SELECT round(0.5)
ROUND.15	round	SELECT round(1.5)
ROUND.25	round	SELECT round(2.5)
ROUND.35	round	SELECT round(3.5)
ROUND.n05	round	SELECT round(-0.5)
ROUND.n25	round	SELECT round(-2.5)
ROUND.n35	round	SELECT round(-3.5)
ROUND.scale2345	round	SELECT round(2.345, 2)
ROUND.scale2355	round	SELECT round(2.355, 2)
ROUND.scale1005	round	SELECT round(1.005, 2)
ROUND.scale0125	round	SELECT round(0.125, 2)
ROUND.scale0135	round	SELECT round(0.135, 2)
# postgres: numeric vs double precision — the famous trap
ROUND.pgnum05	round	SELECT round(CAST(0.5 AS numeric))
ROUND.pgnum15	round	SELECT round(CAST(1.5 AS numeric))
ROUND.pgnum25	round	SELECT round(CAST(2.5 AS numeric))
ROUND.pgnum35	round	SELECT round(CAST(3.5 AS numeric))
ROUND.pgnumn25	round	SELECT round(CAST(-2.5 AS numeric))
ROUND.pgdbl05	round	SELECT round(CAST(0.5 AS double precision))
ROUND.pgdbl15	round	SELECT round(CAST(1.5 AS double precision))
ROUND.pgdbl25	round	SELECT round(CAST(2.5 AS double precision))
ROUND.pgdbl35	round	SELECT round(CAST(3.5 AS double precision))
ROUND.pgdbln25	round	SELECT round(CAST(-2.5 AS double precision))
ROUND.pgnumscale	round	SELECT round(CAST(2.345 AS numeric), 2)
ROUND.pgdblscale	round	SELECT round(CAST(2.345 AS double precision), 2)
ROUND.pgdblscale2	round	SELECT round(CAST(2.345 AS double precision)::numeric, 2)
# native banker's spellings
ROUNDEVEN.duck25	round	SELECT round_even(2.5, 0)
ROUNDEVEN.duck35	round	SELECT round_even(3.5, 0)
ROUNDEVEN.ansi25	round	SELECT roundeven(2.5)
ROUNDEVEN.pgrint25	round	SELECT rint(CAST(2.5 AS double precision))
ROUNDEVEN.pgrint35	round	SELECT rint(CAST(3.5 AS double precision))
ROUNDEVEN.pgrintn25	round	SELECT rint(CAST(-2.5 AS double precision))
ROUNDEVEN.pgrintscale	round	SELECT rint(CAST(2.345 AS double precision) * 100) / 100
# banker's rounding constructed arithmetically (bucket-B candidate)
ROUNDEVEN.b25	round	SELECT CASE WHEN abs(2.5 - CAST(2.5 AS INT)) = 0.5 AND CAST(2.5 AS INT) % 2 = 0 THEN CAST(2.5 AS INT) ELSE CAST(round(2.5) AS INT) END
ROUNDEVEN.b35	round	SELECT CASE WHEN abs(3.5 - CAST(3.5 AS INT)) = 0.5 AND CAST(3.5 AS INT) % 2 = 0 THEN CAST(3.5 AS INT) ELSE CAST(round(3.5) AS INT) END
# ============ BATCH 1c: DIVISION ============
DIV.int52	div	SELECT 5/2
DIV.int52neg	div	SELECT -5/2
DIV.int72neg	div	SELECT -7/2
DIV.forcefloat	div	SELECT ((1.0 * 5) / 2)
DIV.forcefloatneg	div	SELECT ((1.0 * -5) / 2)
DIV.castdbl	div	SELECT CAST(5 AS double precision) / 2
DIV.zeroint	div	SELECT 1/0
DIV.zerofloat	div	SELECT ((1.0 * 1) / 0)
DIV.zeronull	div	SELECT 1/NULL
INTDIV.slashslash	intdiv	SELECT (7 // 2)
INTDIV.slashslashneg	intdiv	SELECT (-7 // 2)
INTDIV.plain	intdiv	SELECT (7 / 2)
INTDIV.plainneg	intdiv	SELECT (-7 / 2)
INTDIV.divfn	intdiv	SELECT div(7, 2)
INTDIV.divfnneg	intdiv	SELECT div(-7, 2)
INTDIV.castint	intdiv	SELECT CAST(7 / 2 AS BIGINT)
INTDIV.trunc	intdiv	SELECT CAST(trunc((1.0*-7)/2) AS BIGINT)
INTDIV.floordiv	intdiv	SELECT CAST(floor((1.0*-7)/2) AS BIGINT)
# ============ BATCH 1d: MOD / REM SIGN ============
REM.pp	mod	SELECT 7 % 3
REM.np	mod	SELECT -7 % 3
REM.pn	mod	SELECT 7 % -3
REM.nn	mod	SELECT -7 % -3
REM.fnpp	mod	SELECT mod(7,3)
REM.fnnp	mod	SELECT mod(-7,3)
REM.fnpn	mod	SELECT mod(7,-3)
REM.float	mod	SELECT 5.5 % 2
REM.floatfn	mod	SELECT mod(5.5, 2)
REM.floatfncast	mod	SELECT mod(CAST(5.5 AS double precision), CAST(2 AS double precision))
REM.floatfnnum	mod	SELECT mod(CAST(5.5 AS numeric), CAST(2 AS numeric))
MOD.pospp	mod	SELECT MOD(MOD(7, 3) + 3, 3)
MOD.posnp	mod	SELECT MOD(MOD(-7, 3) + 3, 3)
MOD.pospn	mod	SELECT MOD(MOD(7, -3) + -3, -3)
MOD.posop	mod	SELECT ((-7 % 3) + 3) % 3
# ============ BATCH 2a: CAST-TO-INT ROUNDING (feeds CEILING/FLOOR/INT_DIVIDE) ============
CASTINT.25	castint	SELECT CAST(2.5 AS INTEGER)
CASTINT.35	castint	SELECT CAST(3.5 AS INTEGER)
CASTINT.n25	castint	SELECT CAST(-2.5 AS INTEGER)
CASTINT.19	castint	SELECT CAST(1.9 AS INTEGER)
CASTINT.n19	castint	SELECT CAST(-1.9 AS INTEGER)
CASTINT.big25	castint	SELECT CAST(2.5 AS BIGINT)
CASTINT.dbl25	castint	SELECT CAST(CAST(2.5 AS double precision) AS BIGINT)
CASTINT.dbl35	castint	SELECT CAST(CAST(3.5 AS double precision) AS BIGINT)
CEIL.cast	ceilfloor	SELECT CAST(ceil(1.2) AS BIGINT)
CEIL.castneg	ceilfloor	SELECT CAST(ceil(-1.2) AS BIGINT)
FLOOR.cast	ceilfloor	SELECT CAST(floor(1.8) AS BIGINT)
FLOOR.castneg	ceilfloor	SELECT CAST(floor(-1.8) AS BIGINT)
FLOOR.raw	ceilfloor	SELECT floor(-1.8)
FLOOR.rawbig	ceilfloor	SELECT floor(1e18 + 0.5)
CEIL.colsal	ceilfloor	SELECT CAST(ceil(sal) AS BIGINT) FROM emp WHERE id=1
# ============ BATCH 2b: BITWISE ============
BIT.and	bit	SELECT (12 & 10)
BIT.or	bit	SELECT (12 | 10)
BIT.xorfn	bit	SELECT xor(12, 10)
BIT.xorhash	bit	SELECT (12 # 10)
BIT.xorcaret	bit	SELECT (12 ^ 10)
BIT.xorbitfn	bit	SELECT bitxor(12,10)
BIT.xorconstr	bit	SELECT ((12 | 10) - (12 & 10))
BIT.shl	bit	SELECT (1 << 3)
BIT.shr	bit	SELECT (16 >> 3)
BIT.notfn	bit	SELECT ~5
BIT.notxor	bit	SELECT xor(5, -1)
BIT.notconstr	bit	SELECT (-5 - 1)
BIT.andneg	bit	SELECT (-12 & 10)
BIT.orneg	bit	SELECT (-12 | 10)
BIT.shrneg	bit	SELECT (-16 >> 2)
BIT.shl40	bit	SELECT (1 << 40)
BIT.shl40big	bit	SELECT (CAST(1 AS BIGINT) << 40)
BIT.shl63big	bit	SELECT (CAST(1 AS BIGINT) << 62)
BIT.shl64	bit	SELECT (CAST(1 AS BIGINT) << 64)
BIT.shl100	bit	SELECT (CAST(1 AS BIGINT) << 100)
BIT.shrneg1	bit	SELECT (CAST(16 AS BIGINT) >> -1)
BIT.andbig	bit	SELECT (CAST(-1 AS BIGINT) & CAST(4294967296 AS BIGINT))
BIT.notbig	bit	SELECT ~CAST(4294967296 AS BIGINT)
BIT.notminlong	bit	SELECT xor(CAST(-9223372036854775808 AS BIGINT), CAST(-1 AS BIGINT))
BIT.andnull	bit	SELECT (12 & NULL)
# ============ BATCH 2c: BOOLEAN / XOR / COMPARISON ============
BOOL.true	bool	SELECT TRUE
BOOL.false	bool	SELECT FALSE
BOOL.eq	bool	SELECT 1=1
BOOL.and	bool	SELECT TRUE AND FALSE
BOOL.or	bool	SELECT TRUE OR FALSE
BOOL.not	bool	SELECT NOT TRUE
BOOL.nullandfalse	bool	SELECT NULL AND FALSE
BOOL.nullandtrue	bool	SELECT NULL AND TRUE
BOOL.nullortrue	bool	SELECT NULL OR TRUE
BOOL.nullorfalse	bool	SELECT NULL OR FALSE
BOOL.notnull	bool	SELECT NOT NULL
BOOL.col	bool	SELECT id=1 FROM emp WHERE id=1
XOR.constr	bool	SELECT (TRUE AND NOT FALSE) OR (NOT TRUE AND FALSE)
XOR.constrff	bool	SELECT (FALSE AND NOT FALSE) OR (NOT FALSE AND FALSE)
XOR.neq	bool	SELECT TRUE <> FALSE
