# BATCH 4 — JDBC JSON return type, lexical, residual LATERAL cost, rewrites
setup.arrtab	setup	CREATE TABLE arrtab (id INTEGER, arr VARCHAR(200))
setup.arrins	setup	INSERT INTO arrtab VALUES (1,'[10,20,30]'), (2,'[40]'), (3,'[]')
setup.jsontab	setup	CREATE TABLE jsontab (id INTEGER, doc JSON)
setup.jsonins	setup	INSERT INTO jsontab VALUES (1,'{"a":1,"b":[1,2,3]}'), (2,'{"a":2,"b":[]}')
# ---- JDBC return type of JSON expressions (the normalize row)
rt.obj	rtype	SELECT JSON_OBJECT('a',1)
rt.objfrom	rtype	SELECT JSON_OBJECT('a',1) FROM emp LIMIT 1
rt.objcol	rtype	SELECT JSON_OBJECT('a',name) FROM emp LIMIT 1
rt.objsub	rtype	SELECT JSON_OBJECT('n',(SELECT COUNT(*) FROM proj p WHERE p.emp_id=e.id)) FROM emp e WHERE e.id=1
rt.objsub2	rtype	SELECT JSON_OBJECT('n',(SELECT COUNT(*) FROM proj))
rt.objsubstr	rtype	SELECT JSON_OBJECT('n',(SELECT name FROM emp WHERE id=1))
rt.arragg	rtype	SELECT JSON_ARRAYAGG(id) FROM emp
rt.arraggobj	rtype	SELECT JSON_ARRAYAGG(JSON_OBJECT('id',id)) FROM emp
rt.arraggsub	rtype	SELECT JSON_ARRAYAGG(JSON_OBJECT('id',e.id,'p',(SELECT COUNT(*) FROM proj p WHERE p.emp_id=e.id))) FROM emp e
rt.graphfull	rtype	SELECT COALESCE(JSON_ARRAYAGG(JSON_OBJECT('name',s.name,'projects',COALESCE((SELECT JSON_ARRAYAGG(JSON_OBJECT('name',p.name)) FROM proj p WHERE p.emp_id=s.id), JSON_ARRAY()))), JSON_ARRAY()) FROM emp s
rt.jsoncol	rtype	SELECT doc FROM jsontab WHERE id=1
rt.jsoncast	rtype	SELECT CAST(JSON_OBJECT('a',1) AS CHAR)
rt.jsoncastsub	rtype	SELECT CAST(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj)) AS CHAR)
rt.jsoncompact	rtype	SELECT JSON_COMPACT(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj)))
rt.jsonconvert	rtype	SELECT CONVERT(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj)) USING utf8mb4)
rt.jsonextract	rtype	SELECT JSON_EXTRACT('{"a":1}','$.a')
rt.groupconcat	rtype	SELECT GROUP_CONCAT(name) FROM emp
rt.concat	rtype	SELECT CONCAT('a',(SELECT COUNT(*) FROM emp))
rt.arraggcast	rtype	SELECT CAST(COALESCE(JSON_ARRAYAGG(JSON_OBJECT('name',s.name,'projects',COALESCE((SELECT JSON_ARRAYAGG(JSON_OBJECT('name',p.name)) FROM proj p WHERE p.emp_id=s.id), JSON_ARRAY()))), JSON_ARRAY()) AS CHAR) FROM emp s
# ---- lexical: identifier quoting, string literals
lx.dq	lex	SELECT "abc"
lx.dqident	lex	SELECT "id" FROM emp LIMIT 1
lx.bt	lex	SELECT `id` FROM emp LIMIT 1
lx.ansimode	lex	SET sql_mode = CONCAT(@@sql_mode, ',ANSI_QUOTES')
lx.dq2	lex	SELECT "id" FROM emp LIMIT 1
lx.dqstr	lex	SELECT "abc"
lx.ansioff	lex	SET sql_mode = REPLACE(@@sql_mode, ',ANSI_QUOTES', '')
lx.backslash	lex	SELECT LENGTH('a\nb')
lx.backslash2	lex	SELECT LENGTH('a\\nb')
lx.nobs	lex	SET sql_mode = CONCAT(@@sql_mode, ',NO_BACKSLASH_ESCAPES')
lx.backslash3	lex	SELECT LENGTH('a\nb')
lx.nobsoff	lex	SET sql_mode = REPLACE(@@sql_mode, ',NO_BACKSLASH_ESCAPES', '')
lx.quotequote	lex	SELECT 'it''s'
lx.reserved	lex	SELECT 1 AS `over`
lx.reserved2	lex	SELECT 1 AS over
lx.reserved3	lex	SELECT 1 AS `rank`
lx.reserved4	lex	SELECT 1 AS rank
lx.casetable	lex	SELECT COUNT(*) FROM EMP
lx.casecol	lex	SELECT COUNT(ID) FROM emp
# ---- alias length boundary
al.256	alias	SELECT 1 AS `aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa`
al.257	alias	SELECT 1 AS `aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa`
al.tbl256	alias	SELECT COUNT(*) FROM emp AS `aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa`
al.tbl257	alias	SELECT COUNT(*) FROM emp AS `aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa`
al.colname65	alias	CREATE TABLE longcol (aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa INTEGER)
al.colname64	alias	CREATE TABLE longcol2 (aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa INTEGER)
# ---- residual cost of no LATERAL (non-UNNEST correlated derived tables)
lt.topn	lat	SELECT COUNT(*) FROM dept d, LATERAL (SELECT e.id FROM emp e WHERE e.dept_id=d.id ORDER BY e.sal DESC LIMIT 1) t
lt.topnrw	lat	SELECT COUNT(*) FROM (SELECT id, dept_id, ROW_NUMBER() OVER (PARTITION BY dept_id ORDER BY sal DESC) rn FROM emp) x WHERE rn=1
