I.pad.day	names	SELECT '[' || to_char(DATE '2021-01-03', 'Day') || ']'
I.pad.fmday	names	SELECT '[' || to_char(DATE '2021-01-03', 'FMDay') || ']'
I.pad.month	names	SELECT '[' || to_char(DATE '2021-01-03', 'Month') || ']'
I.pad.fmmonth	names	SELECT '[' || to_char(DATE '2021-01-03', 'FMMonth') || ']'
I.pad.may	names	SELECT '[' || to_char(DATE '2021-05-03', 'Month') || ']'
I.pad.fmmay	names	SELECT '[' || to_char(DATE '2021-05-03', 'FMMonth') || ']'
I.pad.wed	names	SELECT '[' || to_char(DATE '2021-01-06', 'Day') || ']'
I.pad.duck.dayname	names	SELECT '[' || dayname(DATE '2021-01-06') || ']'
I.pad.duck.monthname	names	SELECT '[' || monthname(DATE '2021-05-03') || ']'
I.sqlite.eom.plain	interval	SELECT date('2020-01-31', '+1 month')
I.sqlite.eom.floor	interval	SELECT date('2020-01-31', '+1 month', 'floor')
I.sqlite.eom.ceiling	interval	SELECT date('2020-01-31', '+1 month', 'ceiling')
I.sqlite.leap.floor	interval	SELECT date('2020-02-29', '+1 year', 'floor')
I.sqlite.negmonth.floor	interval	SELECT date('2020-03-31', '-1 month', 'floor')
I.sqlite.eom31.floor	interval	SELECT date('2020-01-31', '+3 months', 'floor')
I.sqlite.normal.floor	interval	SELECT date('2020-01-15', '+1 month', 'floor')
I.sqlite.fmt.mixed	fmtcode	SELECT strftime('%Y-%m-%d %A', '2021-01-03 10:20:30.123456')
I.sqlite.fmt.good	fmtcode	SELECT strftime('%Y-%m-%d %H', '2021-01-03 10:20:30.123456')
I.sqlite.fmt.unknown	fmtcode	SELECT strftime('%Q', '2021-01-03 10:20:30.123456')
I.duck.fmt.unknown	fmtcode	SELECT strftime(TIMESTAMP '2021-01-03 10:20:30.123456', '%Q')
I.wkdiff.sun2mon.duck	diff	SELECT date_diff('week', DATE '2021-01-03', DATE '2021-01-04')
I.wkdiff.sun2mon.div7	diff	SELECT (CAST(DATE '2021-01-04' AS date) - CAST(DATE '2021-01-03' AS date)) / 7
I.wkdiff.sun2mon.mon	diff	SELECT ((CAST(DATE '2021-01-04' AS date) - DATE '1970-01-05')/7) - ((CAST(DATE '2021-01-03' AS date) - DATE '1970-01-05')/7)
I.wkdiff.sun2mon.thu	diff	SELECT ((CAST(DATE '2021-01-04' AS date) - DATE '1970-01-01')/7) - ((CAST(DATE '2021-01-03' AS date) - DATE '1970-01-01')/7)
I.wkdiff.mon2mon.duck	diff	SELECT date_diff('week', DATE '2021-01-04', DATE '2021-01-11')
I.wkdiff.mon2mon.div7	diff	SELECT (CAST(DATE '2021-01-11' AS date) - CAST(DATE '2021-01-04' AS date)) / 7
I.wkdiff.mon2mon.mon	diff	SELECT ((CAST(DATE '2021-01-11' AS date) - DATE '1970-01-05')/7) - ((CAST(DATE '2021-01-04' AS date) - DATE '1970-01-05')/7)
I.wkdiff.mon2mon.thu	diff	SELECT ((CAST(DATE '2021-01-11' AS date) - DATE '1970-01-01')/7) - ((CAST(DATE '2021-01-04' AS date) - DATE '1970-01-01')/7)
I.wkdiff.sat2sun.duck	diff	SELECT date_diff('week', DATE '2021-01-02', DATE '2021-01-03')
I.wkdiff.sat2sun.div7	diff	SELECT (CAST(DATE '2021-01-03' AS date) - CAST(DATE '2021-01-02' AS date)) / 7
I.wkdiff.sat2sun.mon	diff	SELECT ((CAST(DATE '2021-01-03' AS date) - DATE '1970-01-05')/7) - ((CAST(DATE '2021-01-02' AS date) - DATE '1970-01-05')/7)
I.wkdiff.sat2sun.thu	diff	SELECT ((CAST(DATE '2021-01-03' AS date) - DATE '1970-01-01')/7) - ((CAST(DATE '2021-01-02' AS date) - DATE '1970-01-01')/7)
I.wkdiff.fri2fri.duck	diff	SELECT date_diff('week', DATE '2021-01-01', DATE '2021-01-08')
I.wkdiff.fri2fri.div7	diff	SELECT (CAST(DATE '2021-01-08' AS date) - CAST(DATE '2021-01-01' AS date)) / 7
I.wkdiff.fri2fri.mon	diff	SELECT ((CAST(DATE '2021-01-08' AS date) - DATE '1970-01-05')/7) - ((CAST(DATE '2021-01-01' AS date) - DATE '1970-01-05')/7)
I.wkdiff.fri2fri.thu	diff	SELECT ((CAST(DATE '2021-01-08' AS date) - DATE '1970-01-01')/7) - ((CAST(DATE '2021-01-01' AS date) - DATE '1970-01-01')/7)
